来源,食谱,原料,原料类别,类型,营养状态,营养状态名,当前制备方法,问题数,最高严重度,问题类型,说明,建议修法
正式食谱,糙米三文鱼鸭胸鹿腿,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米三文鱼鸭胸鹿腿,绿豆芽,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米南瓜鸡胸肉【有机】,南瓜,蔬菜类及制品,FOOD,RAW,生,去皮、去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米南瓜鸡胸肉【有机】,红薯,薯类及制品,FOOD,RAW,生,去皮、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米南瓜鸡胸肉【有机】,西兰花,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,糙米南瓜鸡胸肉【有机】,糙米,谷类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,红薯鳕鱼鸭胸,大米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,红薯鳕鱼鸭胸,四季豆,蔬菜类及制品,FOOD,COOKED,熟,煮熟后沥水称重、打碎后充分搅拌,2,中,B5 非标准词 + A3 熟档案未写口径,自由文本：煮熟后沥水称重 / 打碎后充分搅拌；没写按生重还是熟重称量,归入受控词表或补进字典；补「熟重」
正式食谱,红薯鳕鱼鸭胸,西葫芦,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,紫薯黑米猪里脊,上海青,蔬菜类及制品,FOOD,COOKED,熟,水煮或焯水后沥干、称重、打碎、充分搅拌,2,中,B5 非标准词 + A3 熟档案未写口径,自由文本：水煮或焯水后沥干 / 称重；没写按生重还是熟重称量,归入受控词表或补进字典；补「熟重」
正式食谱,紫薯黑米猪里脊,红甜椒,蔬菜类及制品,FOOD,RAW,生,去瓤、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,花卷 的鲜食食谱 06/27,亚麻籽,坚果种子类,FOOD,DRIED,干,打粉后充分搅拌,1,中,B5 非标准词,自由文本：打粉后充分搅拌,归入受控词表或补进字典
正式食谱,花卷 的鲜食食谱 06/27,南瓜,蔬菜类及制品,FOOD,COOKED,熟,去皮、去瓤、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,花卷 的鲜食食谱 06/27,西葫芦,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,花椰菜糙米鸭肉,糙米,谷类及制品,FOOD,COOKED,熟,流水冲洗、浸泡60分钟、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,花椰菜糙米鸭肉,南瓜,蔬菜类及制品,FOOD,COOKED,熟,去皮、去瓤、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,莓莓 的鲜食食谱 08/23,西兰花,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,萝卜绿豆鸭胸猪里脊,藜麦,谷类及制品,FOOD,RAW,生,生重、打粉、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,萝卜绿豆鸭胸猪里脊,白萝卜,蔬菜类及制品,FOOD,RAW,生,去皮、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,西葫芦大米比目鱼鸡肉,大米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,西葫芦大米比目鱼鸡肉,西葫芦,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,西葫芦大米比目鱼鸡肉,上海青,蔬菜类及制品,FOOD,COOKED,熟,水煮或焯水后沥干、称重、打碎、充分搅拌,2,中,B5 非标准词 + A3 熟档案未写口径,自由文本：水煮或焯水后沥干 / 称重；没写按生重还是熟重称量,归入受控词表或补进字典；补「熟重」
正式食谱,财宝定制食谱,氨基酸螯合铜,,SUPPLEMENT,CONCENTRATE,浓缩补剂,"df60590f-a697-4897-ab08-1322e2287268, af4c8a9c-98bf-4f91-ab07-4927aae2c4c2",2,中,E2 原料分类缺失 + B1 机器码残留,原料没有分类，前台展示与统计会缺项；文案存的是字典 ID（接口会解析成中文，不显示乱码），但存储形式脆弱：字典缺项就会异常，且会掩盖「无营养档案」等问题,补分类；按字典还原为标准词（18/19 可确定性还原）
正式食谱,财宝的定制20260911,猪肝,畜肉类及制品,FOOD,RAW,生,去油、生重、焯水、打碎、充分搅拌,1,中,A2b 生档案却写熟制步骤,档案用生数据，步骤却含焯水/蒸煮,确认是口径写错还是档案选错
正式食谱,财宝的定制20260911,南瓜,蔬菜类及制品,FOOD,COOKED,熟,去皮、去瓤、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,财宝的定制20260911,大米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,财宝的定制20260911,土豆,薯类及制品,FOOD,COOKED,熟,去皮、煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,财宝的定制20260911,紫薯,蔬菜类及制品,FOOD,COOKED,熟,去皮、煮熟后称重,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,财宝的定制20260911,生菜,蔬菜类及制品,FOOD,RAW,生,生重、焯水、打碎、充分搅拌,1,中,A2b 生档案却写熟制步骤,档案用生数据，步骤却含焯水/蒸煮,确认是口径写错还是档案选错
正式食谱,迪迪 的鲜食食谱 06/27,山药,薯类及制品,FOOD,RAW,生,去皮、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,迪迪 的鲜食食谱 06/27,燕麦,谷类及制品,FOOD,DRIED,干,无添加即食燕麦、打碎、充分搅拌,2,中,B6 商品属性写进步骤 + B5 非标准词,这些片段不是厨房动作，而是商品属性：无添加即食燕麦；自由文本：无添加即食燕麦,移到原料规格/备注，不放在制备说明；归入受控词表或补进字典
正式食谱,迪迪 的鲜食食谱 06/27,花椰菜,蔬菜类及制品,FOOD,RAW,生,去老梗、焯水后称重、打碎、充分搅拌,2,中,B5 非标准词 + A2b 生档案却写熟制步骤,自由文本：焯水后称重；档案用生数据，步骤却含焯水/蒸煮,归入受控词表或补进字典；确认是口径写错还是档案选错
正式食谱,迪迪 的鲜食食谱 06/27,西兰花,蔬菜类及制品,FOOD,RAW,生,打碎、静置30分钟、焯水沥干、称重、充分搅拌,3,中,B5 非标准词 + A2b 生档案却写熟制步骤 + A4 同原料口径不一致,自由文本：焯水沥干 / 称重；档案用生数据，步骤却含焯水/蒸煮；该原料在不同食谱里既写过生重又写过熟重,归入受控词表或补进字典；确认是口径写错还是档案选错；统一口径
正式食谱,青口贝虾仁鸡胸（幺鸡）,红薯,薯类及制品,FOOD,COOKED,熟,去皮、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,青口贝虾仁鸡胸（幺鸡）,上海青,蔬菜类及制品,FOOD,RAW,生,水煮或焯水后沥干、称重、打碎、充分搅拌,2,中,B5 非标准词 + A2b 生档案却写熟制步骤,自由文本：水煮或焯水后沥干 / 称重；档案用生数据，步骤却含焯水/蒸煮,归入受控词表或补进字典；确认是口径写错还是档案选错
正式食谱,青口贝虾仁鸡胸（幺鸡）,西葫芦,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,青花鱼对虾牛肉(财宝),红薯,薯类及制品,FOOD,COOKED,熟,去皮、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,青花鱼对虾牛肉(财宝),紫甘蓝,蔬菜类及制品,FOOD,COOKED,熟,煮熟后沥水、打碎、充分搅拌,3,中,B5 非标准词 + A3 熟档案未写口径 + A4 同原料口径不一致,自由文本：煮熟后沥水；没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,归入受控词表或补进字典；补「熟重」；统一口径
正式食谱,青花鱼对虾牛肉(财宝),西兰花,蔬菜类及制品,FOOD,COOKED,熟,打碎、静置30分钟、焯水沥干、称重、充分搅拌,3,中,B5 非标准词 + A3 熟档案未写口径 + A4 同原料口径不一致,自由文本：焯水沥干 / 称重；没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,归入受控词表或补进字典；补「熟重」；统一口径
正式食谱,青花鱼对虾牛肉(财宝),胡萝卜,蔬菜类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,马？,燕麦,谷类及制品,FOOD,DRIED,干,无添加即食燕麦、打碎、充分搅拌,2,中,B6 商品属性写进步骤 + B5 非标准词,这些片段不是厨房动作，而是商品属性：无添加即食燕麦；自由文本：无添加即食燕麦,移到原料规格/备注，不放在制备说明；归入受控词表或补进字典
正式食谱,马？,亚麻籽,坚果种子类,FOOD,DRIED,干,打粉后充分搅拌,1,中,B5 非标准词,自由文本：打粉后充分搅拌,归入受控词表或补进字典
正式食谱,马肉兔肉白米土豆,胡萝卜,蔬菜类及制品,FOOD,RAW,生,留皮、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,马肉兔肉白米土豆,胡萝卜,蔬菜类及制品,FOOD,RAW,生,留皮、生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,鳕鱼鸡蛋牛肉(路宝),红薯,薯类及制品,FOOD,COOKED,熟,去皮、煮熟后称重、打碎、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,鳕鱼鸡蛋牛肉(路宝),紫甘蓝,蔬菜类及制品,FOOD,COOKED,熟,煮熟后沥水、打碎、充分搅拌,3,中,B5 非标准词 + A3 熟档案未写口径 + A4 同原料口径不一致,自由文本：煮熟后沥水；没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,归入受控词表或补进字典；补「熟重」；统一口径
正式食谱,鳕鱼鸡蛋牛肉(路宝),核桃,坚果种子类,FOOD,DRIED,干,打碎后充分搅拌,1,中,B5 非标准词,自由文本：打碎后充分搅拌,归入受控词表或补进字典
正式食谱,鸡兔-lp DV,糙米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、充分搅拌,2,中,A3 熟档案未写口径 + A4 同原料口径不一致,没写按生重还是熟重称量；该原料在不同食谱里既写过生重又写过熟重,补「熟重」；统一口径
正式食谱,鸡兔-lp DV,大米,谷类及制品,FOOD,COOKED,熟,煮熟后称重、打碎、充分搅拌,1,中,A3 熟档案未写口径,没写按生重还是熟重称量,补「熟重」
正式食谱,鸡兔-lp DV,胡萝卜,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
正式食谱,鸡兔-lp DV,紫甘蓝,蔬菜类及制品,FOOD,RAW,生,生重、打碎、充分搅拌,1,中,A4 同原料口径不一致,该原料在不同食谱里既写过生重又写过熟重,统一口径
